Tweets,category,misogyny,target,HS
@DimaSadek مش الشعب يا دابة هيدا معلمك الاميركي يا واطية بعدو هيدا صرمايتو على راسك يا بنت الحرام,discredit,misogyny,active,1
"RT @Salam39748397: @DimaSadek #السيد_نصر_الله_ثقتنا 
من دمشق الياسمين وعاصمة أسد العرين وقلب العروبة النابض تحية لشعب المقاومة و سيد الوعد…",none,none,none,0
"@Jessicaazar كلي خرا ما تجيلي سيرة رءيس الجمهورية يا 
كلبة مسعورة
يلعن شكلك وشكل معلمك مشكلتك سعرك وطي ما بقى بتجيبي سعر",discredit,misogyny,active,1
"@yumnafawaz أحسنت قائدة الثوره 
اللهم ثورة تنقذ وطن",none,none,none,0
@NicoleHajal صحفية فاشلة,discredit,misogyny,active,1
@Jessicaazar قناعك سقط,none,none,none,0
"@yumnafawaz يلّي معتبري حالك اعلامية 
هيدول مديرية مخابرات الجيش الللبناني 
لابسين جولايات عليها مديرية المخابرات… https://t.co/QNRLaJ5d8H",none,none,none,0
@DimaSadek يلعن شكلك ما ابشعك,stereotyping & objectification,misogyny,active,1
@HassaniehL @DimaSadek ولا مرة استعملت مسبة او كلمة نابية، انا عم دافع عنا لانا #راقية. ومع انو مشدايماً بوافقها عل… https://t.co/Jh1C8QuqSa,none,none,none,0
RT @saharsouss: نانسي السبع قد ما تحمست طلع معها انن مسلحين,none,none,none,0
@DimaSadek انشالله يقبر قلبك وجمهوره يخروا عليك,damning,misogyny,active,1
@DimaSadek #حبيبة_قلبي_ديما_صادق,none,none,none,0
@abuliss @DimaSadek @VhlNclEWo9gqYWz صح برايفت لما بتكون عندي ، والحمدلله الشهرة اللي بتكون بـ هيك اساليب اكيد ما ب… https://t.co/O6FsCCvxGr,none,none,none,0
@yumnafawaz بسيطة منشوفك الاحد....,none,none,none,0
@DimaSadek أين التغطية الإعلامية لساحة النور الآن؟؟؟,none,none,none,0
@DimaSadek ديما الواطية انت؟؟؟ او ديما صادق ؟؟؟ يا عمي بطلنا نعرف شو عيلتك؟؟؟ بس أكّدولي انك ديما الواطية,discredit,misogyny,active,1
@DimaSadek قال لا نؤيد ..جبل بعبدا لن يسقط يا هبلة,discredit,misogyny,active,1
RT @ZeaiterHussein2: @DimaSadek اجحش خلق الله انت يا ديما الواطية  ؟,discredit,misogyny,active,1
@DimaSadek يا اخوان كل ما ضاق الخناق على رقاب المرتشين وصغار النفوس والعملاء ستسمعون صريخهم يعلو وأخطائهم تزيد ،هذا طبيعي ،خلوها,none,none,none,0
@DimaSadek انو انتي المعك مصاري، وانو انتي الكول وعم تقوليلنا انك موضوعية هيدا هدف التويت...,none,none,none,0
@DimaSadek يا حقيرة يا واطية يا ديما تفه عليكي بنص وجك...جايي الدعوة القضائية بحقك جايي الايام بيناتنا,discredit,misogyny,active,1
"@DimaSadek هههههه دخيل جمالك انتي.. منظر بلا مضمون
#تافهة",discredit,misogyny,active,1
"@DimaSadek Hahahaha 
Hahahaha 
Hahahaha 
موتنيني من الضحك",none,none,none,0
@DimaSadek السيد حسن يا عاهرة!!,discredit,misogyny,active,1
@NajemArze @AkikiJoyce @berrynawal @yumnafawaz @nakhleodaime @dargham يسعدلي صباحك يا ست الستات,none,none,none,0
@DimaSadek طلعت ديما كاشفة الامور كلها، كبيرة للدمدوم,none,none,none,0
@yumnafawaz تبارك الله ملا مذيعة.... هيدي نهاية مشتراة الشهادات��‍♀️ النتيجة تجي عالشكل الآتي��‍♀️,none,none,none,0
@DimaSadek العمى بقلبك  أكثر   من هيك وقاحة ما في   السيد أشرف من كل يلي عم تقبضي  منهم,discredit,misogyny,active,1
@LBCI_NEWS @DimaSadek لبنان ينتفض ضد لصوص الإعلام ومشوهي الحقيقة قريبا صادق السجن خلينا نشوف جوزك شو لح يعمل https://t.co/oabURNLGaN,none,none,none,0
@DimaSadek ديما كلي هوا بقا انتو مطية لخراب لبنان واذا بقينا بعد الحرب الجاية عايشين منزكر بعض كيف انتو وثورتكن الم… https://t.co/t2F5ikqc4B,discredit,misogyny,active,1
@berrynawal العمى ما ازنخك,discredit,misogyny,active,1
@berrynawal شو بيقربك بري�,none,none,none,0
"اول مرة بشوف وحدة مبسوطة بهيك لقب 
@DimaSadek
#ديما_الواطية",discredit,misogyny,active,1
@DimaSadek انشالله بيقبرك عنجد,damning,misogyny,active,1
@DimaSadek @washingtonpost @elopezgross يلعن صباحك و مساكي,damning,misogyny,active,1
"@DimaSadek وين انسانيتك مدام تجاه الناس المريضة والناس اللي بتعيش من ورا شغل يومي 
طبعا انت ما بهمك ، مصرياتك بجيبتك",none,none,none,0
@DimaSadek يا حبيبتي لولا نصرالله ما كان في شعب، الله يحمي حامي الشعب❤,none,none,none,0
@Jessicaazar والقوات شو�كأن نزلتي معون بالإنتخابات�,none,none,none,0
@yumnafawaz وصدقناك؟؟والله اخدين هالبلد عالخراب وانتو ادوات ما معكن خبر شي,none,none,none,0
@DimaSadek نتمنى عقلك يرجعلك وتصير تفهمي متل الحمير.,discredit,misogyny,active,1
@berrynawal يا بريئة,none,none,none,0
@DimaSadek يا ديما غلطتي غلطة عمرك ،الا بيت شمص هاو أشرف  ناس وأشجع ناس اسألي  وليد جنبلاط ،بيقلك ،,none,none,none,0
@DimaSadek تفه تفه تفه عليكي,discredit,misogyny,active,1
@alex87958352 @Sara01220767 نانسي السبع عالهوا بعد المشكل بشي ٢٠ دقيقة قالت هلأ وصل مسؤول للحزب ومش قادر يسمع صوتو للشباب,none,none,none,0
"@DimaSadek #ديما الواطية ديما الرخيصة ""ديما وقرون بهيما""",discredit,misogyny,active,1
@DimaSadek انت شغلتك فتن وتحريض ما بتفهمي رياضيات ولا اعلام قعدي بالبيت وسكري الباب عليكِ,stereotyping & objectification,misogyny,active,1
"@DimaSadek مئة اهلا و سهلا بالحرة 
بتحلا فيكي #طرابلس_عاصمة_الثورة",none,none,none,0
@DimaSadek فيكي تستعيني بثوار سوريا في كتير متل عبد الباسط الساروت مطربك  وبطلك المفضل,none,none,none,0
@slim_w @DimaSadek هالمرة ما رح يلحق يهرب لاببيجاما ولا شي,none,none,none,0
@DimaSadek نشرتي صورة حرق علم حزب الله في طرابلس، بس ما نشرتي البيان يللي اصدره المتظاهرين ضد من حرق العلم وما نشرت… https://t.co/YXIkn47LQT,discredit,misogyny,active,1
"@DimaSadek سدي بوزك ♥️ و طهري نيعك بس بدك تسمي ""اسمه"" �",discredit,misogyny,active,1
RT @shuhada_71: @DimaSadek ولي انقلعي من هون شو خصك بالنبطية انت ولك انت شو خصك بلبنان كلو روحي عند اسيادك وريحينا منك,none,none,none,0
@DimaSadek هول تاج راسك يا وسخة,discredit,misogyny,active,1
"@DimaSadek كنتي 
#ديما_الواطية 
قريبا توقعي شي يناسبك اكتر https://t.co/iQjdNGJjvT",discredit,misogyny,active,1
"اعلامية بينشاف الحال فيها ... 
اعلامية بيكبر قلب كل لبناني فيها..
حلوة من جوا و من برا .. 
نورتي #جل_الديب… https://t.co/4ZrH3xPIEI",none,none,none,0
"@DimaSadek يعني هوي كل خطاباتو كان علم الحزب وراه؟
عنجد انك تافهة، و مش عارفة شو بدك تردي.
بهالمستوى الفكري ما فيكي… https://t.co/bC0WqKhaXC",discredit,misogyny,active,1
@Muhanad19788 @memo2211122 @DimaSadek يا حقيرة خربوا البلد بعد يا ولاد الحرام,discredit,misogyny,active,1
RT @husseinzein15: @yumnafawaz @rayaelhassan يا اما انت بعدك عايشة بالخسة او انت عم تعملي فتنة على كل الحالتين خليكي نايمة احسن,discredit,misogyny,active,1
@DimaSadek #ديما_الواطية بنت الشوارع,discredit,misogyny,active,1
@yumnafawaz العمى. السمارت فون اللي ب إيدك اذكى منك.,discredit,misogyny,active,1
@NicoleHajal ليه مناصريه من وين؟؟؟ من هونولولو؟ اشربي زوم كلسات بترتاحي,none,none,none,0
@DimaSadek ديما خرسي ما خصك بالنبطية نحنا حرين منا ندبح بعض يا وطنية انتي بكيتيني بصراحة طعمرك ما أنجسك,discredit,misogyny,active,1
@NicoleHajal بالمختصر ومن الآخر انت وحدة عاهرة.,discredit,misogyny,active,1
@berrynawal انت يا نوال متهورة,none,none,none,0
@berrynawal انضبي ولك,discredit,misogyny,active,1
@DimaSadek أنتوا احلى عالم ساحة الثورة ب طرابلس بتفرح القلب,none,none,none,0
@DimaSadek فشرتي يا كلبة,discredit,misogyny,active,1
"شاهد حماس نانسي السبع الزايد
(دخول  مجموعة مسلحة لرياض الصلح )
للمرة الألف الاعلام ٨٠٪ من الحدث انتبهوا شو عم تقولو… https://t.co/xaAOsxUyBV",none,none,none,0
@yumnafawaz بليز لو بتوعي وبتنضج شوي مهنيا قبل ما تحكي,none,none,none,0
@DimaSadek روحي كلي خرا,discredit,misogyny,active,1
@DimaSadek لك بس فتنه يخرب بيتك مأوسخك وبتنادي بدموقراطيه,discredit,misogyny,active,1
@berrynawal صايرة متل جمبلاط,none,none,none,0
@NicoleHajal @rayaelhassan شو ناطرة يا بهيمة؟,discredit,misogyny,active,1
@DimaSadek الله يقويكي يا ديما. والله يعينك على شلة هالبهاييم المتابعين من عصابة حسن زميرة,none,none,none,0
"RT @hussein21041343: مذيعة lbc تناقض تماما ما كانت تنقله زميلتها المتواجدة في قلب الحدث .
@NicoleHajal نيكول : هل تطلبين دعم الناس في وجه ا…",none,none,none,0
@DimaSadek إذا السيد حسن قبلك مسمار بنعلو إيلك الشرف,dominance,misogyny,active,1
@DimaSadek العمى بقلبك شو حشورة انا شو استفدت من تويت تبعك,damning,misogyny,active,1
"@AlJadeed_TV بحب قول ل نانسي السبع كلمتين شباب الحزب ما بيفتروا ع حدا 
#نانسي_السبع 
#قناة_الفتنة",none,none,none,0
"@DimaSadek فرحانة كتير… 
لعلها تكون خيرا https://t.co/v8R9qsQA1U",none,none,none,0
@kwack_b @DimaSadek يا ريت لي ما بيفهم يحكي بالسياسة ما يتفلسف و يخبص ويخلط شعبان برمضان خليها ثورة من دون طائفية ومن دون ذكر جهة سياسية,none,none,none,0
@yumnafawaz حاقدة!! شوفي طبيب نفسي!!,discredit,misogyny,active,1
@DimaSadek ويدعس على قبرك يا رب,damning,misogyny,active,1
@ramezelkadi محطتك ومراسلونكم أكثر من يحرض ويبث الفتنة . ولنا في نانسي السبع أمثولة في الحقد خلال تغطيتها للأحداث .… https://t.co/nHT0HVBRz3,none,none,none,0
@DimaSadek انت قلب وروح الثورة!ما تهكلي الهم منلحق عليهم كلن♥️,none,none,none,0
@Mhamadk95 @alikhodorkh @DimaSadek إذا هل قد مشوقين لمناظر الحرب والدم واشلاء  البشر والدمار  تفضلو في كثير دول بتت… https://t.co/FCnGdmtzRB,none,none,none,0
@yumnafawaz سخيفة تافهة منحطّة,discredit,misogyny,active,1
@nizar_a_l @DimaSadek @josephinedeeb عمهلك، هيدي ثورة ضد سلطة فاسدة ناهبة وحاكمة وعم تجرب تكون قامعة! مش محاضرة بصا… https://t.co/Ut0cHJW7TG,none,none,none,0
@yumnafawaz @General_Aoun الرئيس فوق راسك وراس يلي متلك بس انت فين يا حلوة خبرينا اذا بتعرفي؟ مضيعينك,dominance,misogyny,active,1
